ip,timestamp,request,status,size,referrer,user_agent
209.109.229.39,16/Jul/2024:11:18:30,GET /about HTTP/1.0,403,213,https://www.facebook.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
195.244.224.184,26/Jul/2024:01:50:59,GET /signup HTTP/2.0,502,245,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
129.38.116.210,20/Jul/2024:07:35:54,GET /about HTTP/1.0,200,4664,https://www.bing.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
25.171.135.144,22/Jul/2024:16:33:10,DELETE /home HTTP/2.0,400,266,https://www.linkedin.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
114.201.110.139,20/Jul/2024:00:29:56,POST /about HTTP/1.0,400,3968,https://www.twitter.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
61.61.158.21,30/Jul/2024:12:33:08,GET /about HTTP/1.1,500,3731,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
243.193.250.213,19/Jul/2024:10:36:18,POST /home HTTP/1.0,200,2460,https://www.facebook.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
160.25.119.19,15/Jul/2024:08:11:14,DELETE /blog HTTP/2.0,403,4054,https://www.bing.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
2.87.211.230,10/Aug/2024:19:15:17,GET /products HTTP/2.0,403,1985,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
47.180.50.212,09/Aug/2024:22:46:44,POST /home HTTP/1.0,301,1330,https://www.facebook.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
243.240.174.167,07/Aug/2024:07:03:33,DELETE /products HTTP/1.0,200,2440,https://www.facebook.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
36.22.251.208,06/Aug/2024:13:13:20,GET /login HTTP/1.1,200,3431,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
202.15.179.137,08/Aug/2024:11:15:18,GET /contact HTTP/1.1,403,1450,https://www.twitter.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
79.232.87.110,10/Aug/2024:19:57:06,GET /home HTTP/1.0,404,1020,https://www.facebook.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
117.10.21.179,12/Jul/2024:16:06:05,PUT /home HTTP/2.0,200,1671,https://www.google.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
38.199.85.56,19/Jul/2024:12:31:58,DELETE /about HTTP/2.0,301,3583,https://www.bing.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
237.247.84.177,30/Jul/2024:14:10:55,PUT /blog HTTP/1.1,400,3299,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
215.108.247.206,07/Aug/2024:02:54:38,GET /signup HTTP/1.1,404,505,https://www.twitter.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
180.181.245.165,21/Jul/2024:09:36:27,DELETE /login HTTP/1.0,500,2580,https://www.linkedin.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
111.184.4.75,02/Aug/2024:22:24:29,POST /login HTTP/1.1,301,611,https://www.facebook.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
241.209.176.61,04/Aug/2024:07:56:47,PUT /login HTTP/1.0,301,2145,https://www.twitter.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
32.84.34.22,01/Aug/2024:09:24:32,PUT /contact HTTP/1.0,200,1101,https://www.linkedin.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
236.6.237.128,11/Aug/2024:01:19:49,PUT /login HTTP/1.1,200,4543,https://www.linkedin.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
21.13.39.155,16/Jul/2024:03:00:15,PUT /products HTTP/1.0,301,2628,https://www.twitter.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
191.99.87.212,13/Jul/2024:20:24:44,DELETE /home HTTP/1.1,200,4333,https://www.linkedin.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
216.165.54.83,26/Jul/2024:00:19:04,DELETE /about HTTP/1.0,403,3222,https://www.twitter.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
3.98.185.9,22/Jul/2024:08:05:15,GET /blog HTTP/1.1,403,884,https://www.google.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
210.85.4.211,17/Jul/2024:05:48:12,GET /products HTTP/1.0,403,2317,https://www.bing.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
28.167.107.89,27/Jul/2024:09:41:22,DELETE /signup HTTP/2.0,200,2173,https://www.twitter.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
2.199.179.103,09/Aug/2024:04:27:38,GET /login HTTP/1.1,502,1714,https://www.linkedin.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
17.109.47.11,25/Jul/2024:18:22:03,POST /blog HTTP/1.0,403,2853,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
218.238.184.137,13/Jul/2024:05:36:27,DELETE /products HTTP/1.0,400,3751,https://www.bing.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
15.140.80.50,06/Aug/2024:16:17:12,PUT /signup HTTP/2.0,301,3350,https://www.twitter.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
93.65.74.194,17/Jul/2024:12:21:55,POST /signup HTTP/1.0,400,3814,https://www.twitter.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
167.183.212.123,24/Jul/2024:12:53:53,PUT /signup HTTP/1.1,500,2177,https://www.google.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
34.33.48.217,20/Jul/2024:02:55:00,PUT /blog HTTP/2.0,500,4583,https://www.facebook.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
245.224.243.141,12/Jul/2024:22:23:08,DELETE /products HTTP/2.0,400,4305,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
35.103.96.69,10/Aug/2024:18:41:30,GET /contact HTTP/1.1,403,943,https://www.facebook.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
32.221.226.71,08/Aug/2024:04:08:54,POST /home HTTP/2.0,502,449,https://www.facebook.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
121.90.83.96,17/Jul/2024:18:31:53,PUT /home HTTP/2.0,403,3514,https://www.linkedin.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
35.121.83.73,10/Aug/2024:02:54:30,GET /contact HTTP/1.0,200,405,https://www.google.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
153.251.77.172,08/Aug/2024:16:32:34,GET /about HTTP/1.1,500,1405,https://www.google.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
170.240.212.49,18/Jul/2024:11:37:37,GET /blog HTTP/1.0,404,4515,https://www.bing.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
116.101.123.82,25/Jul/2024:19:13:02,GET /signup HTTP/1.1,200,4819,https://www.bing.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
232.186.170.187,31/Jul/2024:10:02:58,GET /login HTTP/1.0,502,4250,https://www.google.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
30.129.128.118,03/Aug/2024:23:53:45,PUT /login HTTP/1.1,502,1498,https://www.bing.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
19.100.156.16,31/Jul/2024:09:19:24,GET /login HTTP/1.1,502,585,https://www.twitter.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
56.129.99.96,07/Aug/2024:21:58:22,DELETE /about HTTP/2.0,500,3744,https://www.google.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
236.183.24.145,23/Jul/2024:16:06:53,DELETE /signup HTTP/1.1,404,588,https://www.bing.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
61.90.181.27,03/Aug/2024:03:56:36,PUT /blog HTTP/2.0,500,4755,https://www.google.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
81.152.154.38,26/Jul/2024:02:13:06,PUT /blog HTTP/1.0,500,2657,https://www.google.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
87.65.87.8,22/Jul/2024:08:47:57,PUT /login HTTP/1.1,403,734,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
121.40.54.65,07/Aug/2024:12:58:42,GET /contact HTTP/1.0,400,1290,https://www.linkedin.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
6.225.190.244,09/Aug/2024:21:27:46,GET /contact HTTP/2.0,200,2322,https://www.facebook.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
241.47.8.164,24/Jul/2024:21:33:00,DELETE /signup HTTP/1.0,403,3215,https://www.google.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
96.197.112.49,21/Jul/2024:06:42:46,POST /blog HTTP/1.1,400,2892,https://www.google.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
93.102.64.166,03/Aug/2024:20:55:11,DELETE /login HTTP/2.0,500,1192,https://www.facebook.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
132.170.180.108,21/Jul/2024:08:23:21,PUT /about HTTP/1.1,502,1122,https://www.bing.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
166.69.116.109,21/Jul/2024:15:11:06,GET /login HTTP/1.1,502,1887,https://www.bing.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
201.80.226.42,17/Jul/2024:18:53:24,GET /home HTTP/1.0,400,4597,https://www.facebook.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
32.109.13.131,19/Jul/2024:19:31:59,GET /login HTTP/1.1,200,4629,https://www.facebook.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
39.2.152.202,09/Aug/2024:23:39:59,GET /about HTTP/1.1,400,779,https://www.bing.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
211.5.117.88,23/Jul/2024:09:08:17,GET /login HTTP/1.1,404,4241,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
220.183.12.83,03/Aug/2024:03:46:59,GET /products HTTP/1.0,502,3435,https://www.google.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
6.201.10.157,22/Jul/2024:12:26:28,DELETE /home HTTP/1.1,404,4649,https://www.google.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
152.30.152.77,08/Aug/2024:04:33:27,GET /login HTTP/2.0,502,979,https://www.linkedin.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
200.235.13.195,16/Jul/2024:18:49:31,GET /home HTTP/2.0,200,1864,https://www.facebook.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
184.168.193.221,26/Jul/2024:09:20:48,POST /login HTTP/1.0,500,2299,https://www.twitter.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
117.40.227.20,26/Jul/2024:00:40:50,GET /about HTTP/1.0,301,2168,https://www.bing.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
226.59.155.173,15/Jul/2024:02:00:35,POST /blog HTTP/1.1,200,3832,https://www.twitter.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
165.109.33.30,03/Aug/2024:05:02:52,DELETE /about HTTP/1.0,404,3783,https://www.bing.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
189.19.22.84,06/Aug/2024:04:22:38,POST /blog HTTP/1.0,500,1109,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
231.172.167.77,25/Jul/2024:11:20:07,GET /home HTTP/1.1,502,2201,https://www.twitter.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
34.150.123.167,29/Jul/2024:10:56:37,GET /home HTTP/1.0,404,744,https://www.linkedin.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
143.239.242.138,18/Jul/2024:07:42:27,POST /signup HTTP/1.0,301,2150,https://www.bing.com,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0
105.73.159.144,23/Jul/2024:09:05:12,POST /home HTTP/1.1,403,1045,https://www.linkedin.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
142.207.11.34,15/Jul/2024:07:09:55,PUT /signup HTTP/2.0,301,885,https://www.twitter.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
245.166.254.136,22/Jul/2024:09:20:12,DELETE /home HTTP/1.0,400,684,https://www.facebook.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
142.236.167.248,06/Aug/2024:19:21:53,DELETE /login HTTP/2.0,200,3992,https://www.linkedin.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.59"
211.225.210.113,20/Jul/2024:13:28:48,GET /signup HTTP/1.1,301,3790,https://www.linkedin.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
86.142.89.151,30/Jul/2024:04:18:42,GET /about HTTP/2.0,301,634,https://www.facebook.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
233.87.90.151,15/Jul/2024:01:00:00,DELETE /products HTTP/2.0,400,4588,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
